TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AmountToBalanceRatio,AmountPerLogin,TransactionHour,TimeOfDay,KMeans_Cluster,Potential_Fraud
TX000249,AC00253,842.01,2023-09-12 16:43:27,Credit,Virginia Beach,D000209,62.152.134.92,M015,Online,53,Doctor,185,1,509.45,2024-11-04 08:08:33,1.6527824124022912,842.0099991579899,16,2,1,False
TX000250,AC00126,73.55,2023-01-09 16:09:48,Debit,Atlanta,D000210,196.121.240.10,M086,ATM,51,Engineer,158,1,2812.06,2024-11-04 08:11:21,0.026155202947296233,73.54999992644998,16,2,0,False
TX000251,AC00304,760.53,2023-09-04 18:13:25,Debit,Phoenix,D000651,177.116.108.246,M005,Online,57,Engineer,118,1,6179.91,2024-11-04 08:09:35,0.12306489900336362,760.5299992394699,18,2,0,False
TX000252,AC00470,273.08,2023-01-30 16:09:08,Credit,Houston,D000534,150.231.20.169,M007,Branch,26,Engineer,134,1,6609.3,2024-11-04 08:07:57,0.041317537409401695,273.07999972691994,16,2,0,False
TX000253,AC00041,371.69,2023-12-22 16:27:49,Debit,San Francisco,D000374,124.180.225.109,M020,Branch,67,Retired,143,1,3484.32,2024-11-04 08:09:59,0.10667504706797691,371.68999962831,16,2,0,False
TX000254,AC00442,218.96,2023-08-30 16:11:47,Debit,Seattle,D000556,52.196.112.199,M021,ATM,18,Student,13,1,754.21,2024-11-04 08:10:35,0.2903170204581081,218.95999978103998,16,2,0,False
TX000255,AC00430,227.39,2023-12-25 16:58:19,Debit,Atlanta,D000207,96.115.67.230,M010,Online,18,Student,65,1,751.09,2024-11-04 08:11:36,0.30274667483217355,227.38999977260997,16,2,0,False
TX000256,AC00258,237.99,2023-05-08 16:45:11,Credit,Kansas City,D000563,168.55.35.243,M043,Branch,39,Doctor,86,1,8510.09,2024-11-04 08:11:36,0.027965626685495928,237.98999976201,16,2,0,False
TX000257,AC00073,186.6,2023-07-04 16:27:23,Debit,Washington,D000149,52.1.78.30,M037,Online,58,Doctor,13,1,1508.72,2024-11-04 08:06:24,0.12368100111344471,186.5999998134,16,2,0,False
TX000258,AC00430,341.15,2023-02-13 17:18:15,Debit,San Jose,D000453,6.44.165.160,M042,Online,18,Student,148,1,511.37,2024-11-04 08:10:09,0.6671294757207753,341.14999965884994,17,2,0,False
TX000259,AC00363,434.58,2023-09-06 16:28:38,Debit,Memphis,D000136,80.92.209.207,M091,ATM,59,Doctor,215,1,12648.32,2024-11-04 08:08:15,0.034358713252033914,434.57999956541994,16,2,0,False
TX000260,AC00307,312.88,2023-05-26 18:12:50,Credit,Portland,D000503,201.114.165.141,M040,Branch,54,Engineer,44,1,233.21,2024-11-04 08:07:23,1.3416234295212828,312.87999968711995,18,2,1,True
TX000261,AC00085,75.15,2023-09-18 17:31:23,Debit,Boston,D000014,135.29.211.116,M094,ATM,23,Student,154,1,1092.92,2024-11-04 08:11:00,0.06876075101556495,75.14999992485,17,2,0,False
TX000262,AC00448,23.3,2023-08-14 18:13:38,Debit,Los Angeles,D000385,111.226.226.202,M061,ATM,59,Engineer,161,1,6711.15,2024-11-04 08:08:06,0.003471834186390787,23.2999999767,18,2,0,False
TX000263,AC00194,47.38,2023-02-08 18:18:07,Credit,Seattle,D000388,150.231.20.169,M061,Online,25,Student,61,1,459.37,2024-11-04 08:07:05,0.10314125868014207,47.37999995262,18,2,0,False
TX000264,AC00319,512.81,2023-07-19 16:57:01,Debit,Sacramento,D000611,82.75.200.117,M004,Branch,79,Retired,30,1,6994.34,2024-11-04 08:11:58,0.07331785415063131,512.8099994871899,16,2,0,False
TX000265,AC00366,488.15,2023-07-31 16:01:00,Debit,Louisville,D000257,81.102.230.41,M098,Branch,43,Engineer,168,1,7071.09,2024-11-04 08:11:13,0.06903461842515524,488.14999951184996,16,2,0,False
TX000266,AC00338,12.82,2023-04-05 18:37:10,Debit,Fort Worth,D000482,152.234.65.155,M055,ATM,44,Engineer,156,1,9045.19,2024-11-04 08:08:25,0.0014173278836595562,12.81999998718,18,2,0,False
TX000267,AC00178,66.9,2023-04-17 16:50:45,Credit,Charlotte,D000221,138.210.196.19,M021,Online,79,Retired,129,4,5238.71,2024-11-04 08:10:39,0.01277031941069218,16.724999995818752,16,2,0,False
TX000268,AC00424,535.91,2023-07-07 16:38:12,Debit,Las Vegas,D000583,104.80.232.55,M097,Online,43,Engineer,22,1,9642.12,2024-11-04 08:10:49,0.055580100641761804,535.9099994640899,16,2,0,False
TX000269,AC00147,270.72,2023-07-03 18:01:00,Credit,Washington,D000508,26.240.219.199,M094,Online,26,Engineer,53,1,6263.96,2024-11-04 08:11:05,0.043218666785860185,270.71999972928,18,2,0,False
TX000270,AC00171,97.98,2023-02-06 16:09:48,Debit,Denver,D000470,211.42.9.0,M033,Branch,72,Retired,18,1,7460.33,2024-11-04 08:08:43,0.013133467286297907,97.97999990202,16,2,0,False
TX000271,AC00023,196.08,2023-08-25 16:52:28,Debit,San Francisco,D000623,198.73.211.114,M088,Online,61,Retired,98,1,4233.82,2024-11-04 08:06:31,0.046312786089147316,196.07999980392,16,2,0,False
TX000272,AC00263,251.18,2023-06-01 16:51:11,Debit,San Jose,D000056,134.222.122.238,M058,ATM,42,Engineer,246,1,8303.9,2024-11-04 08:07:55,0.030248437481179898,251.17999974882,16,2,0,False
TX000273,AC00423,44.52,2023-03-28 18:30:25,Debit,El Paso,D000618,89.21.156.229,M081,Online,28,Student,205,1,314.28,2024-11-04 08:10:28,0.14165712103811362,44.51999995548,18,2,0,False
TX000274,AC00455,178.87,2023-05-23 16:03:54,Debit,Baltimore,D000663,134.247.5.188,M001,Online,35,Doctor,180,1,5241.23,2024-11-04 08:10:16,0.03412748534217462,178.86999982113,16,2,0,False
TX000275,AC00454,1176.28,2023-12-20 16:08:02,Credit,Kansas City,D000476,50.202.8.53,M074,ATM,54,Engineer,174,5,323.69,2024-11-04 08:11:44,3.6339707744952454,235.2559999529488,16,2,1,True
TX000276,AC00055,386.68,2023-10-31 16:48:01,Debit,New York,D000453,207.157.126.125,M019,Branch,46,Doctor,128,1,6863.06,2024-11-04 08:06:28,0.056342214697225966,386.67999961332,16,2,0,False
TX000277,AC00403,167.14,2023-04-24 18:33:29,Debit,Denver,D000231,125.89.163.224,M049,Online,76,Retired,20,1,3877.73,2024-11-04 08:06:26,0.04310253679342215,167.13999983285998,18,2,0,False
TX000278,AC00220,345.22,2023-09-05 16:55:47,Debit,Fresno,D000217,164.75.163.220,M025,Branch,69,Retired,253,1,4046.58,2024-11-04 08:07:36,0.08531154703475892,345.21999965478,16,2,0,False
TX000279,AC00009,74.85,2023-12-25 17:19:08,Debit,Raleigh,D000526,191.82.103.198,M091,ATM,72,Retired,117,1,2409.73,2024-11-04 08:11:49,0.03106157121335956,74.84999992514999,17,2,0,False
TX000280,AC00445,671.73,2023-10-16 16:15:54,Debit,Washington,D000641,112.56.160.202,M071,Branch,58,Engineer,54,1,5211.88,2024-11-04 08:12:04,0.1288843948824361,671.72999932827,16,2,0,False
TX000281,AC00133,255.04,2023-11-23 16:15:59,Debit,Seattle,D000206,98.39.212.221,M084,ATM,45,Engineer,152,1,6217.86,2024-11-04 08:11:38,0.04101732750495492,255.03999974495997,16,2,0,False
TX000282,AC00362,45.77,2023-02-09 17:50:23,Debit,Philadelphia,D000484,85.239.236.80,M066,Online,25,Student,109,1,5978.12,2024-11-04 08:08:01,0.007656253136436262,45.76999995423,17,2,0,False
TX000283,AC00026,329.69,2023-01-09 16:54:30,Credit,San Antonio,D000278,146.69.70.214,M088,Online,26,Student,66,1,1671.66,2024-11-04 08:09:49,0.1972231195337585,329.68999967031,16,2,0,False
TX000284,AC00387,362.04,2023-07-10 16:37:11,Credit,Philadelphia,D000145,52.1.78.30,M059,Branch,58,Doctor,198,2,8421.88,2024-11-04 08:08:47,0.042988026426398505,181.01999990949,16,2,0,False
TX000285,AC00451,11.92,2023-10-09 17:48:55,Debit,San Diego,D000678,192.95.36.246,M063,Branch,53,Doctor,52,1,14611.9,2024-11-04 08:11:22,0.0008157734449318148,11.919999988079999,17,2,0,False
TX000286,AC00033,47.42,2023-12-19 16:46:08,Debit,San Diego,D000249,41.0.10.107,M012,ATM,64,Doctor,28,1,8253.52,2024-11-04 08:08:56,0.005745427405518404,47.41999995258,16,2,0,False
TX000287,AC00087,35.99,2023-01-19 16:14:12,Debit,Miami,D000270,162.207.77.170,M023,Branch,63,Retired,129,1,4489.79,2024-11-04 08:09:17,0.008015965111952225,35.989999964009996,16,2,0,False
TX000288,AC00159,151.19,2023-05-05 16:04:36,Credit,New York,D000658,217.233.219.196,M061,Branch,37,Doctor,96,1,11903.82,2024-11-04 08:11:16,0.012700964900341848,151.18999984880998,16,2,0,False
TX000289,AC00177,242.62,2023-07-10 16:40:15,Credit,San Francisco,D000332,138.87.180.254,M094,Online,22,Student,234,1,483.02,2024-11-04 08:07:09,0.5022980414879253,242.61999975738,16,2,0,False
TX000290,AC00093,48.72,2023-09-29 18:54:28,Debit,Virginia Beach,D000567,158.135.64.240,M063,Branch,21,Student,17,1,816.08,2024-11-04 08:07:27,0.05970002940880832,48.719999951279995,18,2,0,False
TX000291,AC00427,43.46,2023-07-21 17:02:42,Debit,Boston,D000263,21.190.11.223,M020,ATM,25,Student,80,1,578.06,2024-11-04 08:10:45,0.07518250700606308,43.459999956539995,17,2,0,False
TX000292,AC00284,1036.21,2023-07-21 18:54:14,Debit,Omaha,D000129,93.218.115.132,M067,Online,25,Student,126,1,477.3,2024-11-04 08:12:22,2.170982610512946,1036.20999896379,18,2,1,False
TX000293,AC00189,443.79,2023-10-09 18:28:04,Debit,Las Vegas,D000407,198.39.35.23,M099,ATM,53,Retired,87,1,3133.85,2024-11-04 08:11:16,0.14161175550835503,443.78999955621,18,2,0,False
TX000294,AC00495,365.14,2023-12-01 18:46:28,Debit,Dallas,D000640,173.232.121.213,M002,Online,68,Retired,57,1,5894.09,2024-11-04 08:07:25,0.06195019078431751,365.13999963486,18,2,0,False
TX000295,AC00148,757.41,2023-05-05 16:31:53,Debit,Los Angeles,D000383,125.89.163.224,M048,ATM,22,Student,37,1,9532.42,2024-11-04 08:09:03,0.07945621363724222,757.40999924259,16,2,0,False
TX000296,AC00272,20.54,2023-08-21 18:09:24,Debit,Fort Worth,D000348,171.101.134.74,M055,Branch,51,Engineer,72,1,5327.03,2024-11-04 08:07:28,0.0038558070819943086,20.53999997946,18,2,0,False
TX000297,AC00381,475.36,2023-10-02 16:03:09,Debit,Phoenix,D000540,132.127.5.187,M018,ATM,34,Engineer,105,1,2000.6,2024-11-04 08:06:59,0.23760871738466582,475.35999952464,16,2,0,False
TX000298,AC00110,34.74,2023-06-26 16:40:21,Debit,San Francisco,D000320,82.88.241.226,M072,ATM,56,Retired,24,1,6827.57,2024-11-04 08:11:03,0.00508819389621709,34.73999996526,16,2,0,False
TX000299,AC00495,689.54,2023-03-06 16:46:57,Debit,Oklahoma City,D000395,89.6.100.149,M038,Branch,27,Student,93,1,1633.76,2024-11-04 08:08:53,0.42205709528913543,689.53999931046,16,2,0,False
TX000300,AC00035,211.18,2023-10-16 16:09:47,Debit,Washington,D000428,64.89.183.39,M059,ATM,73,Retired,90,1,4069.17,2024-11-04 08:11:50,0.051897561419146435,211.17999978882,16,2,0,False
TX000301,AC00119,211.36,2023-11-21 16:23:41,Credit,Fort Worth,D000700,63.67.150.226,M041,Branch,51,Engineer,286,1,7943.47,2024-11-04 08:11:10,0.02660801891364522,211.35999978864,16,2,0,False
TX000302,AC00488,744.41,2023-07-31 16:35:59,Credit,Houston,D000115,24.181.236.233,M095,Online,39,Engineer,107,1,8842.47,2024-11-04 08:11:27,0.08418575352813364,744.4099992555899,16,2,0,False
TX000303,AC00466,61.43,2023-06-29 16:16:37,Debit,Phoenix,D000084,14.200.197.126,M035,Online,24,Student,170,1,1882.77,2024-11-04 08:08:18,0.03262745847871348,61.42999993856999,16,2,0,False
TX000304,AC00489,167.44,2023-09-25 16:11:18,Debit,Mesa,D000483,166.7.230.111,M087,Branch,37,Doctor,82,1,12526.71,2024-11-04 08:10:49,0.013366638167562483,167.43999983255998,16,2,0,False
TX000305,AC00306,361.46,2023-04-07 17:23:05,Debit,Nashville,D000169,171.150.178.172,M093,Online,21,Student,83,1,4737.84,2024-11-04 08:10:42,0.07629215000927081,361.45999963853995,17,2,0,False
TX000306,AC00431,378.85,2023-06-16 17:21:15,Debit,Virginia Beach,D000043,192.95.36.246,M089,Branch,78,Retired,126,1,2300.53,2024-11-04 08:09:07,0.16467944343252872,378.84999962115,17,2,0,False
TX000307,AC00233,241.11,2023-06-16 16:41:23,Debit,Columbus,D000443,195.164.171.146,M063,Branch,30,Doctor,55,1,12385.05,2024-11-04 08:10:49,0.01946782612908148,241.10999975888998,16,2,0,False
TX000308,AC00389,131.93,2023-09-11 17:31:10,Credit,Fort Worth,D000245,216.32.4.105,M049,Branch,31,Engineer,13,1,4547.06,2024-11-04 08:06:50,0.029014352130821007,131.92999986806998,17,2,0,False
TX000309,AC00067,20.28,2023-07-19 17:42:38,Debit,Oklahoma City,D000585,150.83.4.238,M047,Online,36,Engineer,213,1,2047.83,2024-11-04 08:10:02,0.009903165790124228,20.27999997972,17,2,0,False
TX000310,AC00300,415.88,2023-04-27 17:30:16,Debit,San Diego,D000146,152.140.239.181,M005,Branch,70,Doctor,170,1,10008.33,2024-11-04 08:08:01,0.04155338602943332,415.87999958411996,17,2,0,False
TX000311,AC00386,49.99,2023-02-09 17:53:59,Debit,Omaha,D000668,155.140.33.42,M062,ATM,62,Retired,139,1,2299.64,2024-11-04 08:08:15,0.021738185107224726,49.989999950009995,17,2,0,False
TX000312,AC00285,1221.65,2023-09-27 16:55:35,Debit,Denver,D000098,83.207.115.164,M091,Online,27,Student,153,1,243.92,2024-11-04 08:10:41,5.008404394863036,1221.64999877835,16,2,1,True
TX000313,AC00219,100.66,2023-06-16 18:58:50,Debit,Dallas,D000511,86.220.59.252,M024,Branch,50,Doctor,144,1,14473.33,2024-11-04 08:11:54,0.006954861113509679,100.65999989934,18,2,0,False
TX000314,AC00445,485.54,2023-12-08 16:47:48,Debit,Louisville,D000343,121.67.144.20,M080,Online,19,Student,148,1,1533.32,2024-11-04 08:11:09,0.3166592752978396,485.53999951445996,16,2,0,False
TX000315,AC00371,321.15,2023-02-10 17:06:40,Debit,Los Angeles,D000151,200.164.13.160,M037,Branch,46,Doctor,179,1,7005.05,2024-11-04 08:06:33,0.045845497177030015,321.14999967884995,17,2,0,False
TX000316,AC00164,711.3,2023-06-26 18:57:37,Debit,San Jose,D000581,109.42.41.157,M076,Branch,21,Student,51,1,955.4,2024-11-04 08:09:32,0.7445049194047053,711.2999992887,18,2,0,False
TX000317,AC00200,12.23,2023-10-12 16:02:13,Debit,Houston,D000177,23.92.205.75,M065,ATM,42,Engineer,139,1,7844.88,2024-11-04 08:07:29,0.001558978594956002,12.22999998777,16,2,0,False
TX000318,AC00310,350.94,2023-10-30 17:17:51,Debit,Colorado Springs,D000154,100.137.90.188,M013,ATM,20,Student,64,1,221.56,2024-11-04 08:10:35,1.5839501715039541,350.93999964906,17,2,1,False
TX000319,AC00106,301.85,2023-04-18 17:43:50,Debit,Columbus,D000433,55.154.161.250,M062,Online,54,Engineer,25,1,6586.19,2024-11-04 08:10:05,0.045830745848503336,301.84999969815,17,2,0,False
TX000320,AC00444,29.34,2023-03-09 17:37:08,Debit,Louisville,D000029,40.198.240.246,M087,Online,65,Retired,30,1,3944.82,2024-11-04 08:11:42,0.007437601715665749,29.33999997066,17,2,0,False
TX000321,AC00441,231.71,2023-04-24 17:01:08,Debit,Raleigh,D000315,26.105.49.129,M060,Branch,27,Student,148,1,1127.98,2024-11-04 08:07:02,0.20542030887054255,231.70999976828998,17,2,0,False
TX000322,AC00300,179.43,2023-08-11 18:20:48,Debit,Oklahoma City,D000421,189.198.67.252,M004,ATM,58,Retired,244,1,2626.63,2024-11-04 08:10:00,0.06831186729761393,179.42999982057,18,2,0,False
TX000323,AC00194,36.71,2023-01-30 17:11:53,Debit,Jacksonville,D000671,166.7.230.111,M095,Branch,48,Doctor,55,1,6459.38,2024-11-04 08:11:44,0.005683207985904888,36.709999963289995,17,2,0,False
TX000324,AC00248,138.12,2023-04-11 17:18:50,Credit,Los Angeles,D000182,45.182.28.148,M067,Branch,53,Doctor,281,1,1649.69,2024-11-04 08:11:23,0.08372482102693007,138.11999986188,17,2,0,False
TX000325,AC00286,233.24,2023-04-17 16:56:06,Debit,Louisville,D000351,45.241.13.208,M070,ATM,33,Engineer,72,1,6939.23,2024-11-04 08:07:39,0.03361179842719818,233.23999976675998,16,2,0,False
TX000326,AC00049,609.14,2023-11-23 16:09:39,Debit,Tucson,D000224,201.113.165.203,M086,ATM,39,Engineer,177,1,9033.87,2024-11-04 08:11:33,0.06742846642689485,609.1399993908599,16,2,0,False
TX000327,AC00471,436.64,2023-12-25 17:46:24,Debit,Los Angeles,D000683,38.210.156.148,M033,Branch,31,Doctor,111,1,14365.18,2024-11-04 08:08:23,0.030395720763677834,436.63999956335994,17,2,0,False
TX000328,AC00434,870.43,2023-05-31 16:54:20,Debit,Los Angeles,D000427,178.34.103.183,M037,Branch,29,Doctor,55,1,10115.18,2024-11-04 08:07:52,0.08605185473712913,870.4299991295699,16,2,0,False
TX000329,AC00264,354.4,2023-11-06 17:23:08,Debit,Chicago,D000416,87.234.36.48,M046,ATM,74,Retired,128,1,7358.65,2024-11-04 08:10:00,0.04816100779354254,354.39999964559996,17,2,0,False
TX000330,AC00316,22.63,2023-02-20 17:28:15,Debit,Kansas City,D000488,165.114.224.47,M052,Online,53,Engineer,112,1,4438.03,2024-11-04 08:10:56,0.005099109289480896,22.629999977369998,17,2,0,False
TX000331,AC00087,182.19,2023-06-19 16:36:25,Debit,Mesa,D000101,157.130.28.27,M007,Branch,26,Student,53,1,1176.1,2024-11-04 08:06:27,0.1549102967433425,182.18999981781,16,2,0,False
TX000332,AC00140,126.81,2023-10-30 16:58:01,Debit,Philadelphia,D000693,57.232.212.116,M036,Branch,26,Engineer,290,1,5427.98,2024-11-04 08:12:22,0.023362282101256203,126.80999987319,16,2,0,False
TX000333,AC00418,288.17,2023-09-08 16:48:51,Debit,Virginia Beach,D000399,143.212.47.226,M012,Online,37,Engineer,50,1,3653.11,2024-11-04 08:10:16,0.07888347189105205,288.16999971183,16,2,0,False
TX000334,AC00187,118.77,2023-10-02 17:44:05,Debit,Atlanta,D000310,104.80.232.55,M066,Branch,55,Engineer,123,1,2104.82,2024-11-04 08:10:29,0.056427628015670486,118.76999988122999,17,2,0,False
TX000335,AC00077,651.82,2023-04-14 17:59:43,Debit,Indianapolis,D000280,138.181.222.38,M094,ATM,21,Student,166,1,1802.77,2024-11-04 08:07:02,0.36156581261039317,651.81999934818,17,2,0,False
TX000336,AC00141,66.65,2023-10-17 16:58:59,Debit,Detroit,D000398,120.170.93.69,M100,ATM,37,Engineer,33,1,3559.96,2024-11-04 08:11:00,0.018722120473258486,66.64999993335,16,2,0,False
TX000337,AC00332,98.53,2023-01-16 16:31:48,Debit,Denver,D000684,119.163.214.161,M085,Branch,69,Retired,166,1,3564.8,2024-11-04 08:11:19,0.02763969928185939,98.52999990146999,16,2,0,False
TX000338,AC00439,138.95,2023-06-02 16:48:43,Debit,Washington,D000675,104.155.121.252,M090,Online,71,Retired,30,1,6752.92,2024-11-04 08:08:37,0.020576284037124592,138.94999986104997,16,2,0,False
TX000339,AC00055,33.89,2023-11-10 16:10:34,Debit,Nashville,D000588,14.105.144.122,M079,Branch,26,Student,177,1,1444.75,2024-11-04 08:11:36,0.023457345561499598,33.88999996611,16,2,0,False
TX000340,AC00299,23.71,2023-09-18 16:04:52,Debit,Atlanta,D000284,2.61.10.58,M005,Branch,58,Doctor,164,1,10788.89,2024-11-04 08:09:16,0.0021976310816031867,23.70999997629,16,2,0,False
TX000341,AC00107,1830.0,2023-03-01 16:31:58,Debit,San Antonio,D000436,62.27.235.199,M082,Online,55,Engineer,238,1,2235.7,2024-11-04 08:11:59,0.8185355816966416,1829.9999981699998,16,2,0,True
TX000342,AC00171,26.06,2023-12-21 17:01:24,Debit,San Diego,D000689,140.212.253.222,M096,ATM,65,Doctor,283,1,12893.63,2024-11-04 08:12:00,0.002021153081017369,26.05999997394,17,2,0,False
TX000343,AC00493,17.07,2023-05-01 17:17:12,Debit,Los Angeles,D000597,47.82.77.181,M023,Branch,27,Engineer,44,1,2798.15,2024-11-04 08:11:25,0.006100459231990386,17.06999998293,17,2,0,False
TX000344,AC00232,703.89,2023-09-22 16:42:15,Debit,San Antonio,D000473,48.19.99.211,M074,Online,46,Engineer,62,1,3583.67,2024-11-04 08:06:44,0.1964159646395465,703.88999929611,16,2,0,False
TX000345,AC00156,1271.9,2023-08-28 16:43:15,Debit,Houston,D000312,210.136.14.108,M073,ATM,47,Engineer,155,1,2120.8,2024-11-04 08:09:27,0.5997265182947003,1271.8999987281,16,2,0,False
TX000346,AC00442,26.55,2023-09-20 17:25:26,Debit,Houston,D000112,91.204.200.167,M099,ATM,77,Retired,228,1,3085.38,2024-11-04 08:07:23,0.00860509888570983,26.54999997345,17,2,0,False
TX000347,AC00375,147.4,2023-06-09 16:10:51,Debit,San Jose,D000283,92.214.76.157,M067,Branch,42,Engineer,259,1,6797.71,2024-11-04 08:07:18,0.021683772917641134,147.3999998526,16,2,0,False
TX000348,AC00034,202.11,2023-03-30 16:09:26,Debit,Memphis,D000072,59.208.79.116,M005,ATM,27,Student,18,1,746.47,2024-11-04 08:10:01,0.2707543504758788,202.10999979789,16,2,0,False
TX000349,AC00376,308.42,2023-05-02 16:14:22,Debit,Nashville,D000276,76.0.164.168,M077,Branch,75,Retired,39,1,5427.81,2024-11-04 08:06:34,0.0568221805847926,308.41999969158,16,2,0,False
TX000350,AC00029,11.18,2023-02-27 16:39:28,Debit,Miami,D000609,176.96.83.253,M035,ATM,53,Engineer,144,1,7467.3,2024-11-04 08:10:57,0.0014971944344004528,11.179999988819999,16,2,0,False
TX000351,AC00040,294.15,2023-02-02 16:19:31,Debit,Fresno,D000504,112.86.148.212,M020,Online,38,Engineer,136,1,6362.16,2024-11-04 08:07:20,0.04623429778565043,294.14999970584995,16,2,0,False
TX000352,AC00482,29.58,2023-10-30 17:54:19,Debit,Colorado Springs,D000230,173.252.44.183,M066,Branch,54,Engineer,121,1,8345.26,2024-11-04 08:11:01,0.003544527072852907,29.579999970419998,17,2,0,False
TX000353,AC00365,139.45,2023-07-10 16:43:05,Debit,Boston,D000139,77.7.223.184,M004,Online,27,Student,31,1,1305.76,2024-11-04 08:10:08,0.1067960421516153,139.44999986054998,16,2,0,False
TX000354,AC00340,432.63,2023-06-30 17:10:38,Debit,Colorado Springs,D000469,116.237.223.50,M024,ATM,29,Doctor,137,1,13648.36,2024-11-04 08:10:24,0.031698313936617165,432.62999956736996,17,2,0,False
TX000355,AC00349,131.43,2023-02-01 18:47:20,Debit,Charlotte,D000391,77.7.223.184,M053,Online,43,Doctor,65,1,1337.5,2024-11-04 08:12:12,0.0982654205606742,131.42999986857,18,2,0,False
TX000356,AC00374,516.72,2023-10-09 18:43:04,Debit,Mesa,D000489,197.187.216.106,M025,ATM,42,Engineer,128,1,2015.69,2024-11-04 08:11:35,0.2563489425456016,516.7199994832799,18,2,0,False
TX000357,AC00261,121.82,2023-02-07 17:20:24,Debit,Colorado Springs,D000095,186.54.68.246,M094,Online,69,Doctor,123,3,8354.54,2024-11-04 08:08:07,0.014581293524237766,40.60666665313111,17,2,0,False
TX000358,AC00459,374.5,2023-07-24 16:45:31,Credit,San Francisco,D000045,9.230.41.239,M002,Branch,26,Student,178,1,1671.51,2024-11-04 08:08:37,0.22404891385619946,374.4999996255,16,2,0,False
TX000359,AC00331,166.13,2023-09-06 17:01:50,Debit,Omaha,D000473,29.168.185.63,M013,ATM,68,Doctor,227,1,11822.53,2024-11-04 08:12:08,0.014051983797037176,166.12999983387,17,2,0,False
TX000360,AC00165,626.9,2023-10-10 16:42:09,Debit,Chicago,D000686,59.12.96.11,M017,ATM,23,Student,146,1,587.11,2024-11-04 08:11:30,1.0677726490758668,626.8999993731,16,2,0,True
TX000361,AC00397,466.85,2023-07-17 16:57:14,Debit,Austin,D000016,136.104.90.223,M007,Branch,56,Retired,165,1,5422.53,2024-11-04 08:09:35,0.08609449832456693,466.84999953314997,16,2,0,False
TX000362,AC00192,788.84,2023-05-17 17:00:34,Debit,Phoenix,D000402,4.105.134.118,M055,Online,58,Retired,231,1,1913.73,2024-11-04 08:09:42,0.41220025813442224,788.8399992111599,17,2,0,False
TX000363,AC00063,873.65,2023-03-23 16:38:40,Credit,Oklahoma City,D000414,214.247.164.80,M050,Online,37,Doctor,59,1,12139.83,2024-11-04 08:09:57,0.07196558765649337,873.6499991263499,16,2,0,False
TX000364,AC00478,525.28,2023-04-03 16:37:24,Debit,Colorado Springs,D000564,70.130.169.235,M011,ATM,69,Retired,134,1,4693.6,2024-11-04 08:09:39,0.11191409578998807,525.27999947472,16,2,0,False
TX000365,AC00272,110.17,2023-09-07 16:08:12,Debit,Raleigh,D000046,156.235.3.171,M054,ATM,30,Engineer,137,1,464.2,2024-11-04 08:12:11,0.23733304610030737,110.16999988983,16,2,0,False
TX000366,AC00092,632.69,2023-09-12 16:28:38,Debit,Denver,D000455,211.97.88.141,M047,ATM,80,Retired,76,1,4363.74,2024-11-04 08:09:26,0.144988014867947,632.68999936731,16,2,0,False
TX000367,AC00332,124.35,2023-12-08 16:39:15,Debit,Oklahoma City,D000082,49.20.211.229,M015,ATM,72,Retired,90,1,3319.76,2024-11-04 08:11:35,0.03745752705013691,124.34999987564998,16,2,0,False
TX000368,AC00087,43.85,2023-03-13 16:25:34,Debit,Fresno,D000092,117.67.192.211,M013,ATM,62,Retired,122,1,4356.98,2024-11-04 08:07:18,0.010064310600459479,43.84999995615,16,2,0,False
TX000369,AC00327,283.81,2023-03-09 16:31:54,Debit,San Diego,D000364,64.57.44.102,M046,Branch,28,Student,29,1,1519.35,2024-11-04 08:10:46,0.1867969855529096,283.80999971618996,16,2,0,False
TX000370,AC00269,168.53,2023-06-14 16:30:42,Debit,San Francisco,D000602,157.164.245.130,M100,ATM,71,Retired,112,1,5962.58,2024-11-04 08:12:09,0.028264610286146553,168.52999983146998,16,2,0,False
TX000371,AC00177,218.59,2023-11-27 16:43:28,Credit,Denver,D000004,72.192.101.196,M088,Branch,40,Engineer,123,1,6699.23,2024-11-04 08:07:12,0.03262912304846488,218.58999978140997,16,2,0,False
TX000372,AC00322,132.84,2023-08-21 16:28:17,Debit,Oklahoma City,D000244,147.114.91.132,M060,ATM,21,Student,143,1,822.73,2024-11-04 08:08:40,0.16146244819058322,132.83999986716,16,2,0,False
TX000373,AC00069,157.37,2023-11-15 16:54:44,Credit,Dallas,D000001,66.23.166.248,M014,Branch,42,Doctor,289,1,13964.31,2024-11-04 08:10:30,0.011269443316568362,157.36999984263,16,2,0,False
TX000374,AC00264,144.77,2023-07-17 16:48:23,Debit,Albuquerque,D000194,57.166.147.242,M007,Online,20,Student,159,1,867.32,2024-11-04 08:10:54,0.16691647834689974,144.76999985523,16,2,0,False
TX000375,AC00014,643.22,2023-05-03 17:04:32,Debit,Atlanta,D000248,175.166.115.182,M073,ATM,64,Doctor,93,1,1035.86,2024-11-04 08:07:46,0.6209526383868275,643.21999935678,17,2,0,False
TX000376,AC00316,1392.54,2023-11-20 16:51:14,Debit,El Paso,D000113,63.67.150.226,M013,Branch,41,Doctor,297,1,13347.69,2024-11-04 08:09:15,0.10432816464870667,1392.53999860746,16,2,0,False
